,Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Split-Encoded
373,53,2,53-2,f17576,0.5,53-5,53-6,53-5,3.86850548,139.565521,b100
374,53,3,53-3,Leaf,,,,,0.239668921,49.3450432,
375,53,4,53-4,Leaf,,,,,-0.0458044186,156.05304,
376,53,5,53-5,Leaf,,,,,-0.135293916,132.475128,
377,53,6,53-6,Leaf,,,,,0.0829594731,7.09039354,
378,54,0,54-0,f40943,-0.5,54-1,54-2,54-1,24.9022446,387.178009,b001
379,54,1,54-1,f40729,0.5,54-3,54-4,54-3,16.1586704,115.878975,b100
380,54,2,54-2,f40037,-0.5,54-5,54-6,54-5,11.6433611,271.299042,b001
381,54,3,54-3,Leaf,,,,,0.04942175,94.424942,
382,54,4,54-4,Leaf,,,,,0.333325684,21.4540329,
383,54,5,54-5,Leaf,,,,,0.0180058721,103.320633,
384,54,6,54-6,Leaf,,,,,-0.109682068,167.978394,
385,55,0,55-0,f27680,0.5,55-1,55-2,55-1,47.8853836,713.13501,b100
386,55,1,55-1,f37613,0.5,55-3,55-4,55-3,22.8421726,318.717712,b100
387,55,2,55-2,f1513,0.5,55-5,55-6,55-5,38.4241028,394.417328,b100
388,55,3,55-3,Leaf,,,,,-0.0652802959,265.940063,
389,55,4,55-4,Leaf,,,,,0.149075285,52.7776604,
390,55,5,55-5,Leaf,,,,,0.0557787679,251.522705,
391,55,6,55-6,Leaf,,,,,0.250463158,142.894623,
392,56,0,56-0,f33213,0.5,56-1,56-2,56-1,26.4176483,425.148834,b100
393,56,1,56-1,f4690,0.5,56-3,56-4,56-3,16.5758667,309.256317,b100
394,56,2,56-2,f40610,-0.5,56-5,56-6,56-5,18.6761723,115.892525,b001
395,56,3,56-3,Leaf,,,,,-0.0564508364,291.192566,
396,56,4,56-4,Leaf,,,,,0.232416734,18.0637684,
397,56,5,56-5,Leaf,,,,,-0.0771012008,29.1969147,
398,56,6,56-6,Leaf,,,,,0.197777897,86.69561,
399,57,0,57-0,f22722,0.5,57-1,57-2,57-1,44.8622894,388.95578,b100
400,57,1,57-1,f3799,0.5,57-3,57-4,57-3,22.2116318,208.20787,b100
401,57,2,57-2,f37119,0.5,57-5,57-6,57-5,12.6960201,180.74791,b100
402,57,3,57-3,Leaf,,,,,0.0380563661,153.5103,
403,57,4,57-4,Leaf,,,,,0.259548485,54.6975822,
404,57,5,57-5,Leaf,,,,,-0.152749121,134.704269,
405,57,6,57-6,Leaf,,,,,0.0289986338,46.0436401,
406,58,0,58-0,f1218,0.5,58-1,58-2,58-1,48.4083138,398.26535,b100
407,58,1,58-1,f1291,0.5,58-3,58-4,58-3,30.7708855,316.998383,b100
408,58,2,58-2,f12911,0.5,58-5,58-6,58-5,13.5656357,81.2669601,b100
409,58,3,58-3,Leaf,,,,,-0.0954356566,258.52829,
410,58,4,58-4,Leaf,,,,,0.143921733,58.4701004,
411,58,5,58-5,Leaf,,,,,0.252680242,71.3063812,
412,58,6,58-6,Leaf,,,,,-0.111645281,9.96057415,
413,59,0,59-0,f37069,-0.5,59-1,59-2,59-1,21.6826382,420.144257,b001
414,59,1,59-1,f1372,0.5,59-3,59-4,59-3,6.98732853,116.633926,b100
415,59,2,59-2,f39956,-0.5,59-5,59-6,59-5,30.1451797,303.510345,b001
416,59,3,59-3,Leaf,,,,,-0.115928359,114.30751,
417,59,4,59-4,Leaf,,,,,0.328866512,2.32641745,
418,59,5,59-5,Leaf,,,,,0.152392551,135.024902,
419,59,6,59-6,Leaf,,,,,-0.0372982547,168.485428,
420,60,0,60-0,f12132,0.5,60-1,60-2,60-1,42.6895981,358.255829,b100
421,60,1,60-1,f439,0.5,60-3,60-4,60-3,19.414669,294.892303,b100
422,60,2,60-2,f13451,0.5,60-5,60-6,60-5,5.39244461,63.363533,b100
423,60,3,60-3,Leaf,,,,,-0.108055949,211.838028,
424,60,4,60-4,Leaf,,,,,0.0624056756,83.0542679,
425,60,5,60-5,Leaf,,,,,0.228610829,60.6017418,
426,60,6,60-6,Leaf,,,,,-0.157514513,2.76179314,
427,61,0,61-0,f23355,0.5,61-1,61-2,61-1,20.004015,361.75296,b100
428,61,1,61-1,f2636,0.5,61-3,61-4,61-3,5.00081444,168.291,b100
429,61,2,61-2,f28329,-0.5,61-5,61-6,61-5,20.3278599,193.461975,b001
430,61,3,61-3,Leaf,,,,,-0.10397251,158.996628,
431,61,4,61-4,Leaf,,,,,0.113722377,9.29436493,
432,61,5,61-5,Leaf,,,,,-0.10058292,56.4607315,
433,61,6,61-6,Leaf,,,,,0.111918904,137.001236,
434,62,0,62-0,f39852,-0.5,62-1,62-2,62-1,37.9358673,323.577057,b001
435,62,1,62-1,f41940,-0.5,62-3,62-4,62-3,27.3884163,141.304489,b001
436,62,2,62-2,f45149,-0.5,62-5,62-6,62-5,2.61639786,182.272568,b001
437,62,3,62-3,Leaf,,,,,0.179207265,90.3672943,
438,62,4,62-4,Leaf,,,,,-0.0939858705,50.937191,
439,62,5,62-5,Leaf,,,,,-0.0716098994,58.543293,
440,62,6,62-6,Leaf,,,,,-0.15055728,123.729271,
441,63,0,63-0,f31989,0.5,63-1,63-2,63-1,28.9817028,329.687225,b100
442,63,1,63-1,f40272,-0.5,63-3,63-4,63-3,26.5425816,166.858795,b001
443,63,2,63-2,f3697,0.5,63-5,63-6,63-5,4.18599319,162.82843,b100
444,63,3,63-3,Leaf,,,,,-0.140421763,46.0254288,
445,63,4,63-4,Leaf,,,,,0.125065774,120.833359,
446,63,5,63-5,Leaf,,,,,-0.134986266,157.475586,
447,63,6,63-6,Leaf,,,,,0.118514009,5.35284138,
448,64,0,64-0,f24997,-0.5,64-1,64-2,64-1,18.3164234,330.446899,b001
449,64,1,64-1,f839,0.5,64-3,64-4,64-3,20.2452831,57.4781303,b100
450,64,2,64-2,f26616,0.5,64-5,64-6,64-5,10.1784267,272.96875,b100
451,64,3,64-3,Leaf,,,,,0.266509295,33.8554726,
452,64,4,64-4,Leaf,,,,,-0.0902403891,23.6226597,
453,64,5,64-5,Leaf,,,,,-0.121484295,137.157974,
454,64,6,64-6,Leaf,,,,,-0.00578653067,135.810791,
455,65,0,65-0,f39153,0.5,65-1,65-2,65-1,22.3301868,377.626892,b100
456,65,1,65-1,f33216,0.5,65-3,65-4,65-3,9.84326172,266.214905,b100
457,65,2,65-2,f35432,-0.5,65-5,65-6,65-5,14.3129416,111.412003,b001
458,65,3,65-3,Leaf,,,,,-0.0896985829,199.277786,
459,65,4,65-4,Leaf,,,,,0.0426858962,66.9371185,
460,65,5,65-5,Leaf,,,,,0.22274448,48.9326973,
461,65,6,65-6,Leaf,,,,,0.00718260137,62.4793091,
462,66,0,66-0,f5963,0.5,66-1,66-2,66-1,42.8801575,718.663696,b100
463,66,1,66-1,f4670,0.5,66-3,66-4,66-3,25.832365,508.311401,b100
464,66,2,66-2,f6502,0.5,66-5,66-6,66-5,17.7333107,210.35228,b100
465,66,3,66-3,Leaf,,,,,-0.0244445223,455.322113,
466,66,4,66-4,Leaf,,,,,0.195003435,52.989296,
467,66,5,66-5,Leaf,,,,,0.194175318,181.450485,
468,66,6,66-6,Leaf,,,,,-0.0570386797,28.9017906,
469,67,0,67-0,f34480,-0.5,67-1,67-2,67-1,23.7793846,420.591675,b001
470,67,1,67-1,f40576,-0.5,67-3,67-4,67-3,17.2437477,131.457047,b001
471,67,2,67-2,f25110,-0.5,67-5,67-6,67-5,13.7000675,289.134644,b001
472,67,3,67-3,Leaf,,,,,-0.0759547353,32.4317131,
473,67,4,67-4,Leaf,,,,,0.173914954,99.0253296,
474,67,5,67-5,Leaf,,,,,0.0841209069,60.9750252,
475,67,6,67-6,Leaf,,,,,-0.0749718994,228.159622,
476,68,0,68-0,f22519,0.5,68-1,68-2,68-1,33.1694565,377.404663,b100
477,68,1,68-1,f37016,0.5,68-3,68-4,68-3,20.5864449,213.471436,b100
478,68,2,68-2,f37120,0.5,68-5,68-6,68-5,7.65053368,163.933212,b100
479,68,3,68-3,Leaf,,,,,0.0173911527,147.642075,
480,68,4,68-4,Leaf,,,,,0.218207225,65.8293686,
481,68,5,68-5,Leaf,,,,,-0.136011392,123.013222,
482,68,6,68-6,Leaf,,,,,0.0132795144,40.9199944,
483,69,0,69-0,f2331,0.5,69-1,69-2,69-1,42.9229622,383.784119,b100
484,69,1,69-1,f33382,-0.5,69-3,69-4,69-3,22.0258846,269.377686,b001
485,69,2,69-2,f839,0.5,69-5,69-6,69-5,17.5541096,114.406441,b100
486,69,3,69-3,Leaf,,,,,0.0747713596,74.591156,
487,69,4,69-4,Leaf,,,,,-0.11607457,194.78653,
488,69,5,69-5,Leaf,,,,,0.254612327,66.1379395,
489,69,6,69-6,Leaf,,,,,0.0170397144,48.2685013,
490,70,0,70-0,f44533,-0.5,70-1,70-2,70-1,20.1154537,413.838745,b001
491,70,1,70-1,f30894,-0.5,70-3,70-4,70-3,22.4023247,130.435349,b001
492,70,2,70-2,f3970,0.5,70-5,70-6,70-5,14.7100697,283.403381,b100
493,70,3,70-3,Leaf,,,,,0.337212294,27.5782547,
494,70,4,70-4,Leaf,,,,,0.0365031622,102.857094,
495,70,5,70-5,Leaf,,,,,-0.0605805777,259.718292,
496,70,6,70-6,Leaf,,,,,0.181864381,23.6850929,
497,71,0,71-0,f5147,0.5,71-1,71-2,71-1,34.1256294,341.804718,b100
498,71,1,71-1,f5879,0.5,71-3,71-4,71-3,13.1246014,204.250076,b100
499,71,2,71-2,f29991,-0.5,71-5,71-6,71-5,14.7957268,137.554642,b001
500,71,3,71-3,Leaf,,,,,-0.10745918,191.611557,
501,71,4,71-4,Leaf,,,,,0.198060021,12.6385221,
502,71,5,71-5,Leaf,,,,,-0.149415627,17.1494751,
503,71,6,71-6,Leaf,,,,,0.142185435,120.405167,
504,72,0,72-0,f31570,-0.5,72-1,72-2,72-1,19.041647,352.167114,b001
505,72,1,72-1,f27923,-0.5,72-3,72-4,72-3,20.2334518,116.757179,b001
506,72,2,72-2,f27084,-0.5,72-5,72-6,72-5,10.2256718,235.409927,b001
507,72,3,72-3,Leaf,,,,,-0.0836610347,41.0455246,
508,72,4,72-4,Leaf,,,,,0.175781414,75.7116547,
509,72,5,72-5,Leaf,,,,,0.0470253639,56.962925,
510,72,6,72-6,Leaf,,,,,-0.0982208028,178.447006,
511,73,0,73-0,f30119,-0.5,73-1,73-2,73-1,30.326849,306.855286,b001
512,73,1,73-1,f31232,-0.5,73-3,73-4,73-3,13.0409031,66.1939468,b001
513,73,2,73-2,f42384,0.5,73-5,73-6,73-5,14.6025772,240.661331,b100
514,73,3,73-3,Leaf,,,,,-0.0896448344,15.5610743,
515,73,4,73-4,Leaf,,,,,0.219031483,50.6328735,
516,73,5,73-5,Leaf,,,,,-0.121797688,185.56366,
517,73,6,73-6,Leaf,,,,,0.053205248,55.0976677,
518,74,0,74-0,f22519,0.5,74-1,74-2,74-1,24.9117489,314.226044,b100
519,74,1,74-1,f27891,-0.5,74-3,74-4,74-3,22.962801,185.051056,b001
520,74,2,74-2,f3697,0.5,74-5,74-6,74-5,4.75535393,129.175003,b100
521,74,3,74-3,Leaf,,,,,-0.15131855,43.2607689,
522,74,4,74-4,Leaf,,,,,0.096083805,141.790283,
523,74,5,74-5,Leaf,,,,,-0.145522624,123.825371,
524,74,6,74-6,Leaf,,,,,0.12605384,5.34962702,
525,75,0,75-0,f30193,0.5,75-1,75-2,75-1,16.8987637,317.188599,b100
526,75,1,75-1,f24997,-0.5,75-3,75-4,75-3,16.3277206,186.121841,b001
527,75,2,75-2,f21951,0.5,75-5,75-6,75-5,4.2370739,131.066772,b100
528,75,3,75-3,Leaf,,,,,0.221202329,32.3148041,
529,75,4,75-4,Leaf,,,,,-0.0103925392,153.807037,
530,75,5,75-5,Leaf,,,,,-0.139190197,100.037918,
531,75,6,75-6,Leaf,,,,,-0.0120339133,31.0288448,
532,76,0,76-0,f23306,0.5,76-1,76-2,76-1,18.4524403,368.932251,b100
533,76,1,76-1,f43968,-0.5,76-3,76-4,76-3,8.02996349,155.45874,b001
534,76,2,76-2,f439,0.5,76-5,76-6,76-5,18.0708122,213.473511,b100
535,76,3,76-3,Leaf,,,,,0.295287699,3.9016161,
536,76,4,76-4,Leaf,,,,,-0.0967485905,151.557129,
537,76,5,76-5,Leaf,,,,,0.00834255572,173.9729,
538,76,6,76-6,Leaf,,,,,0.230892912,39.5006065,
539,77,0,77-0,f815,0.5,77-1,77-2,77-1,35.7452965,724.288757,b100
540,77,1,77-1,f45159,0.5,77-3,77-4,77-3,24.0159321,472.75592,b100
541,77,2,77-2,f1295,0.5,77-5,77-6,77-5,15.3617897,251.532822,b100
542,77,3,77-3,Leaf,,,,,-0.045612298,375.430878,
543,77,4,77-4,Leaf,,,,,0.120899111,97.3250198,
544,77,5,77-5,Leaf,,,,,0.159876868,213.361511,
545,77,6,77-6,Leaf,,,,,-0.0456529856,38.1713181,
546,78,0,78-0,f755,0.5,78-1,78-2,78-1,21.2058449,416.162598,b100
547,78,1,78-1,f3843,0.5,78-3,78-4,78-3,16.8231068,358.260864,b100
548,78,2,78-2,f8345,0.5,78-5,78-6,78-5,13.9464092,57.9017487,b100
549,78,3,78-3,Leaf,,,,,-0.0442763418,318.858398,
550,78,4,78-4,Leaf,,,,,0.161201477,39.4024582,
551,78,5,78-5,Leaf,,,,,0.241540477,47.3666191,
552,78,6,78-6,Leaf,,,,,-0.129837006,10.5351305,
553,79,0,79-0,f3799,0.5,79-1,79-2,79-1,28.0325966,364.067139,b100
554,79,1,79-1,f4687,0.5,79-3,79-4,79-3,25.4247761,284.506226,b100
555,79,2,79-2,f1103,0.5,79-5,79-6,79-5,12.6467972,79.560936,b100
556,79,3,79-3,Leaf,,,,,-0.0711675808,257.122772,
557,79,4,79-4,Leaf,,,,,0.228083119,27.383461,
558,79,5,79-5,Leaf,,,,,0.208783999,67.5554428,
559,79,6,79-6,Leaf,,,,,-0.117401123,12.0054951,
560,80,0,80-0,f1274,0.5,80-1,80-2,80-1,36.6284828,372.721832,b100
561,80,1,80-1,f1291,0.5,80-3,80-4,80-3,20.3166122,271.949249,b100
562,80,2,80-2,f32261,-0.5,80-5,80-6,80-5,17.53615,100.772591,b001
563,80,3,80-3,Leaf,,,,,-0.0948193222,220.36412,
564,80,4,80-4,Leaf,,,,,0.11279472,51.5851326,
565,80,5,80-5,Leaf,,,,,0.27883026,50.4786835,
566,80,6,80-6,Leaf,,,,,0.0291070398,50.2939072,
567,81,0,81-0,f31368,0.5,81-1,81-2,81-1,17.0147495,410.421783,b100
568,81,1,81-1,f39014,0.5,81-3,81-4,81-3,15.2047939,298.803528,b100
569,81,2,81-2,f42739,0.5,81-5,81-6,81-5,13.4320736,111.618248,b100
570,81,3,81-3,Leaf,,,,,-0.0657885671,239.817062,
571,81,4,81-4,Leaf,,,,,0.103079237,58.9864655,
572,81,5,81-5,Leaf,,,,,0.17244181,77.8414612,
573,81,6,81-6,Leaf,,,,,-0.0523767658,33.7767906,
574,82,0,82-0,f12132,0.5,82-1,82-2,82-1,26.8818493,324.047791,b100
575,82,1,82-1,f439,0.5,82-3,82-4,82-3,13.5173788,261.120361,b100
576,82,2,82-2,f33635,-0.5,82-5,82-6,82-5,4.48615456,62.927433,b001
577,82,3,82-3,Leaf,,,,,-0.0976446494,178.569107,
578,82,4,82-4,Leaf,,,,,0.0485804267,82.5512466,
579,82,5,82-5,Leaf,,,,,-0.141293347,3.34052563,
580,82,6,82-6,Leaf,,,,,0.184815735,59.5869102,
581,83,0,83-0,f1724,0.5,83-1,83-2,83-1,16.0903988,342.175781,b100
582,83,1,83-1,f25691,-0.5,83-3,83-4,83-3,18.108429,257.040344,b001
583,83,2,83-2,f11533,0.5,83-5,83-6,83-5,1.6024437,85.135437,b100
584,83,3,83-3,Leaf,,,,,-0.0883479565,83.9538879,
585,83,4,83-4,Leaf,,,,,0.0806402043,173.086456,
586,83,5,83-5,Leaf,,,,,-0.130785495,83.3499603,
587,83,6,83-6,Leaf,,,,,0.112447493,1.78547657,
588,84,0,84-0,f45173,-0.5,84-1,84-2,84-1,28.5951309,291.12915,b001
589,84,1,84-1,f26453,0.5,84-3,84-4,84-3,21.4512863,147.28476,b100
590,84,2,84-2,f30116,-0.5,84-5,84-6,84-5,3.66129494,143.844376,b001
591,84,3,84-3,Leaf,,,,,-0.0994166359,48.0620193,
592,84,4,84-4,Leaf,,,,,0.142938897,99.2227402,
593,84,5,84-5,Leaf,,,,,-0.0111135961,22.2057743,
594,84,6,84-6,Leaf,,,,,-0.14402625,121.638611,
595,85,0,85-0,f839,0.5,85-1,85-2,85-1,21.9953423,300.166473,b100
596,85,1,85-1,f40269,0.5,85-3,85-4,85-3,20.8614616,195.491562,b100
597,85,2,85-2,f11673,0.5,85-5,85-6,85-5,2.28985405,104.674927,b100
598,85,3,85-3,Leaf,,,,,-0.0194687638,156.90976,
599,85,4,85-4,Leaf,,,,,0.224152878,38.5817909,
600,85,5,85-5,Leaf,,,,,-0.148474485,101.280602,
601,85,6,85-6,Leaf,,,,,0.0829096138,3.39432788,
602,86,0,86-0,f839,0.5,86-1,86-2,86-1,15.202014,306.423553,b100
603,86,1,86-1,f21339,0.5,86-3,86-4,86-3,21.2963982,197.412033,b100
604,86,2,86-2,f14566,0.5,86-5,86-6,86-5,4.46587276,109.011536,b100
605,86,3,86-3,Leaf,,,,,-0.0169536322,165.601395,
606,86,4,86-4,Leaf,,,,,0.247520804,31.8106384,
607,86,5,86-5,Leaf,,,,,-0.122468896,106.458969,
608,86,6,86-6,Leaf,,,,,0.224686459,2.55256176,
609,87,0,87-0,f40684,-0.5,87-1,87-2,87-1,16.203001,362.460999,b001
610,87,1,87-1,f41260,-0.5,87-3,87-4,87-3,14.5234528,118.498116,b001
611,87,2,87-2,f40063,-0.5,87-5,87-6,87-5,8.9878006,243.962875,b001
612,87,3,87-3,Leaf,,,,,-0.0328013822,52.1971893,
613,87,4,87-4,Leaf,,,,,0.177522719,66.3009262,
614,87,5,87-5,Leaf,,,,,0.0191165395,100.908424,
615,87,6,87-6,Leaf,,,,,-0.0974744633,143.054443,
616,88,0,88-0,f25437,-0.5,88-1,88-2,88-1,30.0956173,723.739502,b001
617,88,1,88-1,f652,0.5,88-3,88-4,88-3,19.4074669,348.427887,b100
618,88,2,88-2,f3799,0.5,88-5,88-6,88-5,21.3094139,375.311615,b100
619,88,3,88-3,Leaf,,,,,0.0466171131,243.350327,
620,88,4,88-4,Leaf,,,,,0.200669423,105.077545,
621,88,5,88-5,Leaf,,,,,-0.0583075546,320.815033,
622,88,6,88-6,Leaf,,,,,0.143025115,54.4965897,
623,89,0,89-0,f3334,0.5,89-1,89-2,89-1,17.0082607,410.133667,b100
624,89,1,89-1,f25220,-0.5,89-3,89-4,89-3,13.2819796,375.258636,b001
625,89,2,89-2,f607,0.5,89-5,89-6,89-5,8.02516174,34.8750153,b100
626,89,3,89-3,Leaf,,,,,0.0672040582,123.199821,
627,89,4,89-4,Leaf,,,,,-0.0525892489,252.058823,
628,89,5,89-5,Leaf,,,,,0.257155269,30.4594479,
629,89,6,89-6,Leaf,,,,,-0.149052233,4.4155674,
630,90,0,90-0,f37113,-0.5,90-1,90-2,90-1,26.0030937,354.062439,b001
631,90,1,90-1,f22748,-0.5,90-3,90-4,90-3,2.50265312,85.0374298,b001
632,90,2,90-2,f32260,-0.5,90-5,90-6,90-5,18.3376312,269.024994,b001
633,90,3,90-3,Leaf,,,,,0.101699561,3.00617957,
634,90,4,90-4,Leaf,,,,,-0.151505023,82.03125,
635,90,5,90-5,Leaf,,,,,-0.0699978545,81.8039932,
636,90,6,90-6,Leaf,,,,,0.0995290354,187.221008,
637,91,0,91-0,f1379,0.5,91-1,91-2,91-1,31.5231075,357.639008,b100
638,91,1,91-1,f6836,0.5,91-3,91-4,91-3,11.944953,194.683319,b100
639,91,2,91-2,f2872,0.5,91-5,91-6,91-5,15.2847919,162.955688,b100
640,91,3,91-3,Leaf,,,,,-0.0993611217,180.711517,
641,91,4,91-4,Leaf,,,,,0.180216983,13.9718046,
642,91,5,91-5,Leaf,,,,,-0.0701675937,36.3448219,
643,91,6,91-6,Leaf,,,,,0.148827538,126.610863,
644,92,0,92-0,f44131,0.5,92-1,92-2,92-1,16.2558537,405.092224,b100
645,92,1,92-1,f1250,0.5,92-3,92-4,92-3,12.4008713,181.88028,b100
646,92,2,92-2,f39956,-0.5,92-5,92-6,92-5,15.8969936,223.211929,b001
647,92,3,92-3,Leaf,,,,,-0.0899955332,160.635117,
648,92,4,92-4,Leaf,,,,,0.149312362,21.2451668,
649,92,5,92-5,Leaf,,,,,0.127326697,128.754822,
650,92,6,92-6,Leaf,,,,,-0.034159895,94.4571075,
651,93,0,93-0,f30116,0.5,93-1,93-2,93-1,21.7015591,309.263092,b100
652,93,1,93-1,f33515,0.5,93-3,93-4,93-3,16.973465,210.494812,b100
653,93,2,93-2,f1137,0.5,93-5,93-6,93-5,3.2968483,98.7682877,b100
654,93,3,93-3,Leaf,,,,,0.0180779696,189.331787,
655,93,4,93-4,Leaf,,,,,0.295682281,21.1630249,
656,93,5,93-5,Leaf,,,,,-0.130465105,97.0875549,
657,93,6,93-6,Leaf,,,,,0.215081632,1.68073094,
658,94,0,94-0,f37168,0.5,94-1,94-2,94-1,13.8022671,335.143951,b100
659,94,1,94-1,f439,0.5,94-3,94-4,94-3,15.8576937,280.597626,b100
660,94,2,94-2,f12734,0.5,94-5,94-6,94-5,1.91155243,54.5463219,b100
661,94,3,94-3,Leaf,,,,,0.0509474836,227.15184,
662,94,4,94-4,Leaf,,,,,-0.129259482,53.445797,
663,94,5,94-5,Leaf,,,,,-0.156168044,53.4680252,
664,94,6,94-6,Leaf,,,,,0.15462403,1.07829762,
665,95,0,95-0,f39852,-0.5,95-1,95-2,95-1,24.3507595,277.530334,b001
666,95,1,95-1,f21892,0.5,95-3,95-4,95-3,17.4070034,138.521881,b100
667,95,2,95-2,f26830,0.5,95-5,95-6,95-5,2.91139603,139.008438,b100
668,95,3,95-3,Leaf,,,,,-0.0219443925,85.0608902,
669,95,4,95-4,Leaf,,,,,0.195049837,53.4609985,
670,95,5,95-5,Leaf,,,,,-0.129606605,123.827515,
671,95,6,95-6,Leaf,,,,,0.00896339957,15.1809282,
672,96,0,96-0,f40090,-0.5,96-1,96-2,96-1,18.9473915,284.713989,b001
673,96,1,96-1,f7318,0.5,96-3,96-4,96-3,2.56605911,95.2316055,b100
674,96,2,96-2,f39723,0.5,96-5,96-6,96-5,18.3936539,189.482376,b100
675,96,3,96-3,Leaf,,,,,-0.14155902,94.1643677,
676,96,4,96-4,Leaf,,,,,0.209330797,1.06723988,
677,96,5,96-5,Leaf,,,,,-0.0232565738,146.250732,
678,96,6,96-6,Leaf,,,,,0.197404489,43.2316399,
679,97,0,97-0,f32260,-0.5,97-1,97-2,97-1,13.7663736,295.667419,b001
680,97,1,97-1,f14071,0.5,97-3,97-4,97-3,4.21046543,134.301865,b100
681,97,2,97-2,f25947,-0.5,97-5,97-6,97-5,18.0764084,161.36554,b001
682,97,3,97-3,Leaf,,,,,-0.0989572704,130.95314,
683,97,4,97-4,Leaf,,,,,0.204222426,3.3487246,
684,97,5,97-5,Leaf,,,,,0.216466382,38.4101028,
685,97,6,97-6,Leaf,,,,,-0.016895229,122.955429,
686,98,0,98-0,f39172,0.5,98-1,98-2,98-1,14.213623,355.713989,b100
687,98,1,98-1,f27245,0.5,98-3,98-4,98-3,8.47465801,240.883926,b100
688,98,2,98-2,f21399,0.5,98-5,98-6,98-5,11.8003616,114.83007,b100
689,98,3,98-3,Leaf,,,,,-0.0603950955,225.095688,
690,98,4,98-4,Leaf,,,,,0.16081956,15.7882366,
691,98,5,98-5,Leaf,,,,,0.12743707,94.1661301,
692,98,6,98-6,Leaf,,,,,-0.118663147,20.6639385,
693,99,0,99-0,f2332,0.5,99-1,99-2,99-1,27.6647511,716.71106,b100
694,99,1,99-1,f4169,0.5,99-3,99-4,99-3,19.3098087,465.309387,b100
695,99,2,99-2,f36988,-0.5,99-5,99-6,99-5,15.2428913,251.401642,b001
696,99,3,99-3,Leaf,,,,,-0.0344918519,435.953491,
697,99,4,99-4,Leaf,,,,,0.212974235,29.355917,
698,99,5,99-5,Leaf,,,,,0.18172054,120.004471,
699,99,6,99-6,Leaf,,,,,0.0338279605,131.397171,
700,100,0,100-0,f44497,0.5,100-1,100-2,100-1,14.6579647,403.250366,b100
701,100,1,100-1,f755,0.5,100-3,100-4,100-3,9.71720409,322.416992,b100
702,100,2,100-2,f21409,-0.5,100-5,100-6,100-5,12.4606228,80.8333893,b001
703,100,3,100-3,Leaf,,,,,-0.0449820086,277.46698,
704,100,4,100-4,Leaf,,,,,0.103973344,44.9500046,
705,100,5,100-5,Leaf,,,,,-0.0765127391,21.2368011,
706,100,6,100-6,Leaf,,,,,0.187660322,59.5965843,
707,101,0,101-0,f22786,0.5,101-1,101-2,101-1,22.976532,345.860138,b100
708,101,1,101-1,f32201,-0.5,101-3,101-4,101-3,11.9453144,208.292007,b001
709,101,2,101-2,f36925,0.5,101-5,101-6,101-5,9.95468235,137.568115,b100
710,101,3,101-3,Leaf,,,,,-0.0520892218,56.9511375,
711,101,4,101-4,Leaf,,,,,0.108244002,151.340866,
712,101,5,101-5,Leaf,,,,,-0.148566827,92.9373169,
713,101,6,101-6,Leaf,,,,,0.0230488144,44.6308022,
714,102,0,102-0,f28791,0.5,102-1,102-2,102-1,26.7395554,346.133942,b100
715,102,1,102-1,f6018,0.5,102-3,102-4,102-3,12.762332,223.082764,b100
716,102,2,102-2,f839,0.5,102-5,102-6,102-5,25.0144043,123.051186,b100
717,102,3,102-3,Leaf,,,,,-0.100264132,168.777008,
718,102,4,102-4,Leaf,,,,,0.065924935,54.3057442,
719,102,5,102-5,Leaf,,,,,0.236093476,67.079834,
720,102,6,102-6,Leaf,,,,,-0.0340912566,55.9713516,
721,103,0,103-0,f29857,-0.5,103-1,103-2,103-1,15.7618399,400.550751,b001
722,103,1,103-1,f34045,-0.5,103-3,103-4,103-3,3.56185818,116.885223,b001
723,103,2,103-2,f28802,-0.5,103-5,103-6,103-5,19.4015427,283.665527,b001
724,103,3,103-3,Leaf,,,,,-0.150016353,47.5593376,
725,103,4,103-4,Leaf,,,,,-0.0431317613,69.3258896,
726,103,5,103-5,Leaf,,,,,0.21876131,46.1270103,
727,103,6,103-6,Leaf,,,,,0.00800415501,237.538528,
728,104,0,104-0,f5147,0.5,104-1,104-2,104-1,20.3548126,301.597473,b100
729,104,1,104-1,f39901,-0.5,104-3,104-4,104-3,12.9156494,170.473053,b001
730,104,2,104-2,f5300,0.5,104-5,104-6,104-5,11.3400078,131.12442,b100
731,104,3,104-3,Leaf,,,,,0.0476150997,53.7576256,
732,104,4,104-4,Leaf,,,,,-0.129151762,116.715424,
733,104,5,104-5,Leaf,,,,,0.0349324904,101.847252,
734,104,6,104-6,Leaf,,,,,0.244517639,29.2771683,
735,105,0,105-0,f22850,0.5,105-1,105-2,105-1,13.4931736,329.544006,b100
736,105,1,105-1,f28743,0.5,105-3,105-4,105-3,3.77029037,133.909912,b100
737,105,2,105-2,f27891,-0.5,105-5,105-6,105-5,16.0496235,195.634094,b001
738,105,3,105-3,Leaf,,,,,-0.105183125,111.397835,
739,105,4,105-4,Leaf,,,,,0.0282342788,22.5120811,
740,105,5,105-5,Leaf,,,,,-0.0833701566,62.9647636,
741,105,6,105-6,Leaf,,,,,0.0994581506,132.669327,
742,106,0,106-0,f42019,-0.5,106-1,106-2,106-1,21.2642593,265.17688,b001
743,106,1,106-1,f42365,-0.5,106-3,106-4,106-3,21.4031506,148.602402,b001
744,106,2,106-2,f34562,0.5,106-5,106-6,106-5,2.8076725,116.574493,b100
